{'customer_id': 'C1014', 'order_id': '617d492d-0a14-4bad-ab9b-d2f66d0afc6a', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 7, 'product_price': 1.99}
{'customer_id': 'C1018', 'order_id': 'c39745cb-d950-46d6-a9b3-19485885d20d', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 8, 'product_price': 5.99}
{'customer_id': 'C1008', 'order_id': 'd92de116-140e-4b1f-9869-ff337bc28a51', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 10, 'product_price': 1.99}
{'customer_id': 'C1008', 'order_id': 'd92de116-140e-4b1f-9869-ff337bc28a51', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 7, 'product_price': 2.99}
{'customer_id': 'C1000', 'order_id': '3aa6c4a3-e99a-41b0-9a3b-f06214d8baac', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 5, 'product_price': 0.99}
{'customer_id': 'C1005', 'order_id': '6077c6cb-fe9c-4b9f-913a-ee50970e79ee', 'seller_id': 'xyz', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 10, 'product_price': 2.99}
{'customer_id': 'C1005', 'order_id': '6077c6cb-fe9c-4b9f-913a-ee50970e79ee', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 4, 'product_price': 0.99}
{'customer_id': 'C1006', 'order_id': '91e28ced-a187-48ef-90ca-7ea9796eab78', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 5, 'product_price': 5.99}
{'customer_id': 'C1006', 'order_id': '91e28ced-a187-48ef-90ca-7ea9796eab78', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 4, 'product_price': 2.99}
{'customer_id': 'C1006', 'order_id': '91e28ced-a187-48ef-90ca-7ea9796eab78', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 10, 'product_price': 1.99}
{'customer_id': 'C1006', 'order_id': '91e28ced-a187-48ef-90ca-7ea9796eab78', 'seller_id': 'abc', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 1, 'product_price': 0.99}
{'customer_id': 'C1011', 'order_id': '6eac82ff-2353-4e5a-8770-16d63841f2ec', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 10, 'product_price': 5.99}
{'customer_id': 'C1011', 'order_id': '6eac82ff-2353-4e5a-8770-16d63841f2ec', 'seller_id': 'abc', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 8, 'product_price': 0.99}
{'customer_id': 'C1011', 'order_id': '6eac82ff-2353-4e5a-8770-16d63841f2ec', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 10, 'product_price': 1.99}
{'customer_id': 'C1011', 'order_id': '6eac82ff-2353-4e5a-8770-16d63841f2ec', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 4, 'product_price': 2.99}
{'customer_id': 'C1013', 'order_id': 'e6ec47e4-6660-4c62-9b13-df022fe566d8', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 8, 'product_price': 0.99}
{'customer_id': 'C1013', 'order_id': 'e6ec47e4-6660-4c62-9b13-df022fe566d8', 'seller_id': 'xyz', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 5, 'product_price': 1.99}
{'customer_id': 'C1013', 'order_id': 'e6ec47e4-6660-4c62-9b13-df022fe566d8', 'seller_id': 'xyz', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 7, 'product_price': 5.99}
{'customer_id': 'C1001', 'order_id': '40996843-b3b1-4e5d-8d4a-8252d60b82f7', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 1, 'product_price': 5.99}
{'customer_id': 'C1001', 'order_id': '40996843-b3b1-4e5d-8d4a-8252d60b82f7', 'seller_id': 'jkq', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 4, 'product_price': 2.99}
{'customer_id': 'C1013', 'order_id': '66ea0016-79af-4d79-81b2-90fc906b704e', 'seller_id': 'xyz', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 7, 'product_price': 1.99}
{'customer_id': 'C1013', 'order_id': '66ea0016-79af-4d79-81b2-90fc906b704e', 'seller_id': 'xyz', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 10, 'product_price': 2.99}
{'customer_id': 'C1013', 'order_id': '66ea0016-79af-4d79-81b2-90fc906b704e', 'seller_id': 'xyz', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 10, 'product_price': 5.99}
{'customer_id': 'C1013', 'order_id': '66ea0016-79af-4d79-81b2-90fc906b704e', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 4, 'product_price': 0.99}
{'customer_id': 'C1002', 'order_id': 'fa6734ce-30d6-4d4a-aac3-7f24605adcb8', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 8, 'product_price': 5.99}
{'customer_id': 'C1012', 'order_id': 'b6057c1d-7648-4ea9-9e81-438b63a63a77', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 9, 'product_price': 5.99}
{'customer_id': 'C1012', 'order_id': 'db038785-9acf-4a2e-a4de-ab036d05cda0', 'seller_id': 'xyz', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 2, 'product_price': 2.99}
{'customer_id': 'C1012', 'order_id': 'db038785-9acf-4a2e-a4de-ab036d05cda0', 'seller_id': 'xyz', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 6, 'product_price': 1.99}
{'customer_id': 'C1014', 'order_id': 'aa53f497-ae8f-49d9-aa9f-f02c2bdb0e7c', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 5, 'product_price': 0.99}
{'customer_id': 'C1017', 'order_id': '00a5b5fa-1581-4529-a999-8af8aaec2533', 'seller_id': 'jkq', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 8, 'product_price': 2.99}
{'customer_id': 'C1017', 'order_id': '00a5b5fa-1581-4529-a999-8af8aaec2533', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 6, 'product_price': 0.99}
{'customer_id': 'C1017', 'order_id': '00a5b5fa-1581-4529-a999-8af8aaec2533', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 5, 'product_price': 1.99}
{'customer_id': 'C1019', 'order_id': '850bda12-88a3-4fa5-acdf-1d16f9aefdca', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 2, 'product_price': 5.99}
{'customer_id': 'C1019', 'order_id': '850bda12-88a3-4fa5-acdf-1d16f9aefdca', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 1, 'product_price': 1.99}
{'customer_id': 'C1019', 'order_id': '850bda12-88a3-4fa5-acdf-1d16f9aefdca', 'seller_id': 'abc', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 10, 'product_price': 0.99}
{'customer_id': 'C1019', 'order_id': '850bda12-88a3-4fa5-acdf-1d16f9aefdca', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 8, 'product_price': 2.99}
{'customer_id': 'C1007', 'order_id': '65ddc9b5-06d5-4f63-9010-98ac7d0b5793', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 6, 'product_price': 1.99}
{'customer_id': 'C1014', 'order_id': 'a479ae8e-3a54-48d1-95fe-9c1d4a9199bc', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 9, 'product_price': 1.99}
{'customer_id': 'C1014', 'order_id': 'a479ae8e-3a54-48d1-95fe-9c1d4a9199bc', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 5, 'product_price': 0.99}
{'customer_id': 'C1005', 'order_id': '6d2bcc00-808c-4308-9e85-90f4b04a32cb', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 1, 'product_price': 1.99}
{'customer_id': 'C1005', 'order_id': '6d2bcc00-808c-4308-9e85-90f4b04a32cb', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 5, 'product_price': 0.99}
{'customer_id': 'C1005', 'order_id': '6d2bcc00-808c-4308-9e85-90f4b04a32cb', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 4, 'product_price': 5.99}
{'customer_id': 'C1005', 'order_id': '6d2bcc00-808c-4308-9e85-90f4b04a32cb', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 5, 'product_price': 2.99}
{'customer_id': 'C1000', 'order_id': 'a6c0d45d-2774-428f-9c05-ea92091d9023', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 2, 'product_price': 2.99}
{'customer_id': 'C1004', 'order_id': '7861f28f-cd24-4048-a155-12033c44ab34', 'seller_id': 'xyz', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 6, 'product_price': 5.99}
{'customer_id': 'C1000', 'order_id': '201df1a6-937d-49bf-b932-80de4f510e58', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 4, 'product_price': 1.99}
{'customer_id': 'C1000', 'order_id': '201df1a6-937d-49bf-b932-80de4f510e58', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 2, 'product_price': 0.99}
{'customer_id': 'C1009', 'order_id': '0302f97b-a84d-47f1-a58c-c6e8b81e3fb1', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 2, 'product_price': 5.99}
{'customer_id': 'C1009', 'order_id': '0302f97b-a84d-47f1-a58c-c6e8b81e3fb1', 'seller_id': 'abc', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 9, 'product_price': 0.99}
{'customer_id': 'C1009', 'order_id': '0302f97b-a84d-47f1-a58c-c6e8b81e3fb1', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 4, 'product_price': 2.99}
{'customer_id': 'C1002', 'order_id': '10e85982-f26a-4519-ba21-cf7e922e9ce6', 'seller_id': 'xyz', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 9, 'product_price': 2.99}
{'customer_id': 'C1008', 'order_id': 'df0a25a8-ef8c-48b8-91c3-68f1ae0cd2b1', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 3, 'product_price': 2.99}
{'customer_id': 'C1010', 'order_id': 'af727cb4-b09c-44e1-bba6-d538f966ef58', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 7, 'product_price': 0.99}
{'customer_id': 'C1010', 'order_id': 'af727cb4-b09c-44e1-bba6-d538f966ef58', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 2, 'product_price': 2.99}
{'customer_id': 'C1010', 'order_id': 'af727cb4-b09c-44e1-bba6-d538f966ef58', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 10, 'product_price': 5.99}
{'customer_id': 'C1004', 'order_id': '76eb5394-6176-47dd-8da8-bdc9ba7eea8f', 'seller_id': 'abc', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 8, 'product_price': 0.99}
{'customer_id': 'C1004', 'order_id': '76eb5394-6176-47dd-8da8-bdc9ba7eea8f', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 2, 'product_price': 2.99}
{'customer_id': 'C1004', 'order_id': '76eb5394-6176-47dd-8da8-bdc9ba7eea8f', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 6, 'product_price': 1.99}
{'customer_id': 'C1005', 'order_id': '1f5c1e0e-bdab-4b07-ab4d-139f3929ae39', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 5, 'product_price': 0.99}
{'customer_id': 'C1017', 'order_id': '43a1702b-5a28-4d80-b79e-906f0cf749c7', 'seller_id': 'jkq', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 9, 'product_price': 2.99}
{'customer_id': 'C1017', 'order_id': '43a1702b-5a28-4d80-b79e-906f0cf749c7', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 9, 'product_price': 5.99}
{'customer_id': 'C1017', 'order_id': '43a1702b-5a28-4d80-b79e-906f0cf749c7', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 5, 'product_price': 1.99}
{'customer_id': 'C1010', 'order_id': '6e47573d-4e88-41f6-b771-09ad495f15e0', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 10, 'product_price': 0.99}
{'customer_id': 'C1010', 'order_id': '6e47573d-4e88-41f6-b771-09ad495f15e0', 'seller_id': 'xyz', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 10, 'product_price': 2.99}
{'customer_id': 'C1002', 'order_id': 'feb3352c-d9fb-4a21-8d20-45aa614b5556', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 1, 'product_price': 5.99}
{'customer_id': 'C1002', 'order_id': 'feb3352c-d9fb-4a21-8d20-45aa614b5556', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 6, 'product_price': 2.99}
{'customer_id': 'C1012', 'order_id': '509dc0e6-d6ec-41ed-a9f6-5a95eedcead2', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 1, 'product_price': 2.99}
{'customer_id': 'C1011', 'order_id': '12baf928-ee6e-4942-8e98-d4636bbd6b1b', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 8, 'product_price': 1.99}
{'customer_id': 'C1011', 'order_id': '12baf928-ee6e-4942-8e98-d4636bbd6b1b', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 4, 'product_price': 5.99}
{'customer_id': 'C1011', 'order_id': '12baf928-ee6e-4942-8e98-d4636bbd6b1b', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 9, 'product_price': 0.99}
{'customer_id': 'C1011', 'order_id': '12baf928-ee6e-4942-8e98-d4636bbd6b1b', 'seller_id': 'jkq', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 5, 'product_price': 2.99}
{'customer_id': 'C1011', 'order_id': '33fd711c-a377-41af-af72-c245e002b253', 'seller_id': 'xyz', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 3, 'product_price': 1.99}
{'customer_id': 'C1011', 'order_id': '33fd711c-a377-41af-af72-c245e002b253', 'seller_id': 'xyz', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 1, 'product_price': 2.99}
{'customer_id': 'C1011', 'order_id': '33fd711c-a377-41af-af72-c245e002b253', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 10, 'product_price': 0.99}
{'customer_id': 'C1011', 'order_id': '33fd711c-a377-41af-af72-c245e002b253', 'seller_id': 'xyz', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 10, 'product_price': 5.99}
{'customer_id': 'C1005', 'order_id': 'a93111c2-3688-4210-b393-abcdd51f4472', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 7, 'product_price': 0.99}
{'customer_id': 'C1014', 'order_id': '4f4d450b-06ec-4ef8-a2c4-15ab9401ed67', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 8, 'product_price': 5.99}
{'customer_id': 'C1014', 'order_id': '4f4d450b-06ec-4ef8-a2c4-15ab9401ed67', 'seller_id': 'abc', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 7, 'product_price': 0.99}
{'customer_id': 'C1014', 'order_id': '4f4d450b-06ec-4ef8-a2c4-15ab9401ed67', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 2, 'product_price': 2.99}
{'customer_id': 'C1014', 'order_id': '4f4d450b-06ec-4ef8-a2c4-15ab9401ed67', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 7, 'product_price': 1.99}
{'customer_id': 'C1001', 'order_id': '045df3b8-d9a1-45f1-a256-c42e9a87c041', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 1, 'product_price': 2.99}
{'customer_id': 'C1001', 'order_id': '045df3b8-d9a1-45f1-a256-c42e9a87c041', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 4, 'product_price': 1.99}
{'customer_id': 'C1001', 'order_id': '045df3b8-d9a1-45f1-a256-c42e9a87c041', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 6, 'product_price': 5.99}
{'customer_id': 'C1006', 'order_id': '55c55d91-3f63-4a28-9a3b-b2293c439042', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 10, 'product_price': 2.99}
{'customer_id': 'C1006', 'order_id': '55c55d91-3f63-4a28-9a3b-b2293c439042', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 3, 'product_price': 1.99}
{'customer_id': 'C1006', 'order_id': '55c55d91-3f63-4a28-9a3b-b2293c439042', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 9, 'product_price': 5.99}
{'customer_id': 'C1007', 'order_id': 'aae94c2a-30b1-4892-ac04-95e5ba8521f6', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 4, 'product_price': 2.99}
{'customer_id': 'C1008', 'order_id': '077b9ed5-b45c-436b-943c-7ee7d4a25213', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 7, 'product_price': 0.99}
{'customer_id': 'C1008', 'order_id': '077b9ed5-b45c-436b-943c-7ee7d4a25213', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 5, 'product_price': 2.99}
{'customer_id': 'C1008', 'order_id': '1a3e6349-1a67-4c3b-8dc8-1e6f6aada031', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 6, 'product_price': 5.99}
{'customer_id': 'C1008', 'order_id': '1a3e6349-1a67-4c3b-8dc8-1e6f6aada031', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 7, 'product_price': 0.99}
{'customer_id': 'C1008', 'order_id': '1a3e6349-1a67-4c3b-8dc8-1e6f6aada031', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 1, 'product_price': 1.99}
{'customer_id': 'C1014', 'order_id': '04e02e76-2f2b-4bde-9a9c-bafa6f7c6dde', 'seller_id': 'wrp', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 1, 'product_price': 0.99}
{'customer_id': 'C1014', 'order_id': '04e02e76-2f2b-4bde-9a9c-bafa6f7c6dde', 'seller_id': 'wrp', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 2, 'product_price': 2.99}
{'customer_id': 'C1014', 'order_id': '04e02e76-2f2b-4bde-9a9c-bafa6f7c6dde', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 9, 'product_price': 5.99}
{'customer_id': 'C1014', 'order_id': '04e02e76-2f2b-4bde-9a9c-bafa6f7c6dde', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 1, 'product_price': 1.99}
{'customer_id': 'C1016', 'order_id': 'e7932524-8655-4553-9659-c7026d175fae', 'seller_id': 'xyz', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 8, 'product_price': 2.99}
{'customer_id': 'C1016', 'order_id': 'e7932524-8655-4553-9659-c7026d175fae', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 7, 'product_price': 0.99}
{'customer_id': 'C1016', 'order_id': '9395b9d2-921b-473c-8015-bea3663b073a', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 6, 'product_price': 5.99}
{'customer_id': 'C1008', 'order_id': 'c9769725-c7ab-447e-9115-fcada612ddf5', 'seller_id': 'abc', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 9, 'product_price': 2.99}
{'customer_id': 'C1008', 'order_id': 'c9769725-c7ab-447e-9115-fcada612ddf5', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 4, 'product_price': 1.99}
{'customer_id': 'C1017', 'order_id': 'da565379-976a-48e1-b171-2bb69936d313', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 3, 'product_price': 1.99}
{'customer_id': 'C1005', 'order_id': 'e5dadf18-3361-4236-bcb1-e616a2402dc2', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 7, 'product_price': 1.99}
{'customer_id': 'C1005', 'order_id': 'e5dadf18-3361-4236-bcb1-e616a2402dc2', 'seller_id': 'wrp', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 10, 'product_price': 5.99}
{'customer_id': 'C1008', 'order_id': '3b514183-cde7-4c9e-9487-dbcd03856897', 'seller_id': 'xyz', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 10, 'product_price': 0.99}
{'customer_id': 'C1008', 'order_id': '3b514183-cde7-4c9e-9487-dbcd03856897', 'seller_id': 'xyz', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 2, 'product_price': 2.99}
{'customer_id': 'C1008', 'order_id': '3b514183-cde7-4c9e-9487-dbcd03856897', 'seller_id': 'xyz', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 1, 'product_price': 5.99}
{'customer_id': 'C1015', 'order_id': '823b8d02-51da-4ad6-af75-126322f001f7', 'seller_id': 'wrp', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 8, 'product_price': 1.99}
{'customer_id': 'C1004', 'order_id': 'dd10ed88-ca81-4d2d-81d3-37c56fcac465', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 4, 'product_price': 1.99}
{'customer_id': 'C1004', 'order_id': 'dd10ed88-ca81-4d2d-81d3-37c56fcac465', 'seller_id': 'jkq', 'product_name': 'Dental Floss', 'product_code': 'A0003', 'product_quantity': 2, 'product_price': 0.99}
{'customer_id': 'C1004', 'order_id': 'dd10ed88-ca81-4d2d-81d3-37c56fcac465', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 1, 'product_price': 5.99}
{'customer_id': 'C1017', 'order_id': '2aa9d201-3c19-48bd-8a33-39ddb4b1c982', 'seller_id': 'jkq', 'product_name': 'Hair Comb', 'product_code': 'A0001', 'product_quantity': 5, 'product_price': 2.99}
{'customer_id': 'C1017', 'order_id': '2aa9d201-3c19-48bd-8a33-39ddb4b1c982', 'seller_id': 'jkq', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 5, 'product_price': 1.99}
{'customer_id': 'C1017', 'order_id': '2aa9d201-3c19-48bd-8a33-39ddb4b1c982', 'seller_id': 'jkq', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 8, 'product_price': 5.99}
{'customer_id': 'C1005', 'order_id': 'f0459750-56b9-46be-a90c-0b777bad4138', 'seller_id': 'abc', 'product_name': 'Hand Soap', 'product_code': 'A0004', 'product_quantity': 1, 'product_price': 1.99}
{'customer_id': 'C1005', 'order_id': 'f0459750-56b9-46be-a90c-0b777bad4138', 'seller_id': 'abc', 'product_name': 'Toothbrush', 'product_code': 'A0002', 'product_quantity': 9, 'product_price': 5.99}
